maskedcardno,cardno,blp_cardno
JJ<(XJJJ0(''(VX0,1168011128448902,1168 0111 2844 8902
JJ<(XJJJ$''<C00C,1168011134467227,1168 0111 3446 7227
JJ<(XJJX<J<$XVJ0,1168011061630912,1168 0110 6163 0912
JJ<(XJJX(CP$C'<$,1168011087537463,1168 0110 8753 7463
JJ<(XJJXCXJXVX0$,1168011070109023,1168 0110 7010 9023
JJ<(XJJXVV'0$P0X,1168011099423520,1168 0110 9942 3520
JJ<(XJJJX00'00VC,1168011102242297,1168 0111 0224 2297
JJ<(XJJX('CPP0$$,1168011084755233,1168 0110 8475 5233
JJ<(XJJJ00V(<X$X,1168011122986030,1168 0111 2298 6030
JJ<(XJJJ00XP<'CV,1168011122056479,1168 0111 2205 6479
JJ<(XJJXV('CCP0C,1168011098477527,1168 0110 9847 7527
JJ<(XJJJ0P'PJCJV,1168011125451719,1168 0111 2545 1719
JJ<(XJJX'(<XX<<P,1168011048600665,1168 0110 4860 0665
JJ<(XJJX<'XC0CVV,1168011064072799,1168 0110 6407 2799
JJ<(XJJJXJ'0$P($,1168011101423583,1168 0111 0142 3583
JJ<(XJJJX'<PP0P<,1168011104655256,1168 0111 0465 5256
JJ<(XJJX0<V$<V0P,1168011026936925,1168 0110 2693 6925
JJ<(XJJJJ'J<(XPX,1168011114168050,1168 0111 1416 8050
JJ<(XJJX<<$00VJJ,1168011066322911,1168 0110 6632 2911
JJ<(XJJX<J<0P'JC,1168011061625417,1168 0110 6162 5417
JJ<(XJJJXJ0P<CJX,1168011101256710,1168 0111 0125 6710
JJ<(XJJX<C(CJ<0C,1168011067871627,1168 0110 6787 1627
JJ<(XJJJ00'0J('(,1168011122421848,1168 0111 2242 1848
JJ<(XJJX<J<0J<$X,1168011061621630,1168 0110 6162 1630
JJ<(XJJXCPPVX(<0,1168011075590862,1168 0110 7559 0862
JJ<(XJJJXPJ<CP'J,1168011105167541,1168 0111 0516 7541
JJ<(XJJXCXCCX0J0,1168011070770212,1168 0110 7077 0212
JJ<(XJJJX0(CC<((,1168011102877688,1168 0111 0287 7688
JJ<(XJJJ$'J<<VPJ,1168011134166951,1168 0111 3416 6951
JJ<(XJJJX('<$0JX,1168011108463210,1168 0111 0846 3210
JJ<(XJJJ$J<P$$X(,1168011131653308,1168 0111 3165 3308
JJ<(XJJJJV0C(VCV,1168011119278979,1168 0111 1927 8979
JJ<(XJJJJ$CVJCP$,1168011113791753,1168 0111 1379 1753
JJ<(XJJJJJ$J'$XJ,1168011111314301,1168 0111 1131 4301
JJ<(XJJJX0J0<V(C,1168011102126987,1168 0111 0212 6987
JJ<(XJJXJJ'V<0X(,1168011011496208,1168 0110 1149 6208
JJ<(XJJX'<PV(XJX,1168011046598010,1168 0110 4659 8010
JJ<(XJJXC'J$'(P0,1168011074134852,1168 0110 7413 4852
JJ<(XJJXV$XVPJXX,1168011093095100,1168 0110 9309 5100
JJ<(XJJX<P(VV(X0,1168011065899802,1168 0110 6589 9802
JJ<(XJJX(CXVXX<C,1168011087090067,1168 0110 8709 0067
JJ<(XJJJJXJX0V0J,1168011110102921,1168 0111 1010 2921
JJ<(XJJXV<<(V<CC,1168011096689677,1168 0110 9668 9677
JJ<(XJJJJC0X''XC,1168011117204407,1168 0111 1720 4407
JJ<(XJJJJ'<<$XC<,1168011114663076,1168 0111 1466 3076
JJ<(XJJX<CC0(C(P,1168011067728785,1168 0110 6772 8785
JJ<(XJJJJ$0VV0V',1168011113299294,1168 0111 1329 9294
JJ<(XJJXV$<$'PCC,1168011093634577,1168 0110 9363 4577
JJ<(XJJJJJJ'<0VV,1168011111146299,1168 0111 1114 6299
JJ<(XJJJ0(<P''XX,1168011128654400,1168 0111 2865 4400
JJ<(XJJX'$CPXX(P,1168011043750085,1168 0110 4375 0085
JJ<(XJJX<J0VPPVJ,1168011061295591,1168 0110 6129 5591
JJ<(XJJJX('(J(VV,1168011108481899,1168 0111 0848 1899
JJ<(XJJX(<V<VV<',1168011086969964,1168 0110 8696 9964
JJ<(XJJX<X<'P'$0,1168011060645432,1168 0110 6064 5432
JJ<(XJJX<JX<$'X$,1168011061063403,1168 0110 6106 3403
JJ<(XJJJ0X00<'V<,1168011120226496,1168 0111 2022 6496
JJ<(XJJX0(XP0'<P,1168011028052465,1168 0110 2805 2465
JJ<(XJJJ0PX$<J<$,1168011125036163,1168 0111 2503 6163
JJ<(XJJXJVX0'X<V,1168011019024069,1168 0110 1902 4069
JJ<(XJJXCC(PJCPV,1168011077851759,1168 0110 7785 1759
JJ<(XJJXV<(JX'00,1168011096810422,1168 0110 9681 0422
JJ<(XJJJJX(0$X0J,1168011110823021,1168 0111 1082 3021
JJ<(XJJJJCV<C(0J,1168011117967821,1168 0111 1796 7821
JJ<(XJJX<(<'X('V,1168011068640849,1168 0110 6864 0849
JJ<(XJJJJ$VPJCCV,1168011113951779,1168 0111 1395 1779
JJ<(XJJJ$'J00P0P,1168011134122525,1168 0111 3412 2525
JJ<(XJJJJJ0JC0C0,1168011111217272,1168 0111 1121 7272
JJ<(XJJJX0<C0PC<,1168011102672576,1168 0111 0267 2576
JJ<(XJJXCPP(0$0$,1168011075582323,1168 0110 7558 2323
JJ<(XJJJJ'JJJ0P(,1168011114111258,1168 0111 1411 1258
JJ<(XJJX(VJ'XX<(,1168011089140068,1168 0110 8914 0068
JJ<(XJJX(JV(PX<',1168011081985064,1168 0110 8198 5064
JJ<(XJJJJ<XP<'X0,1168011116056402,1168 0111 1605 6402
JJ<(XJJX(VX''P$',1168011089044534,1168 0110 8904 4534
JJ<(XJJJJC0C''J(,1168011117274418,1168 0111 1727 4418
JJ<(XJJX<'0'CP$0,1168011064247532,1168 0110 6424 7532
JJ<(XJJX$JVC'CP',1168011031974754,1168 0110 3197 4754
JJ<(XJJJXP$<('X',1168011105368404,1168 0111 0536 8404
JJ<(XJJJX(J(X$V0,1168011108180392,1168 0111 0818 0392
JJ<(XJJX(CPX0(CJ,1168011087502871,1168 0110 8750 2871
JJ<(XJJXC0('0(0V,1168011072842829,1168 0110 7284 2829
JJ<(XJJJ$J(V'0'J,1168011131894241,1168 0111 3189 4241
JJ<(XJJXVV00P0<$,1168011099225263,1168 0110 9922 5263
JJ<(XJJJ$C'$X$V<,1168011137430396,1168 0111 3743 0396
JJ<(XJJX<V''$(0J,1168011069443821,1168 0110 6944 3821
JJ<(XJJXVVC$P0J0,1168011099735212,1168 0110 9973 5212
JJ<(XJJX<'<V(<(',1168011064698684,1168 0110 6469 8684
JJ<(XJJX<$P0C<JJ,1168011063527611,1168 0110 6352 7611
JJ<(XJJXP0VP0C'C,1168011052952747,1168 0110 5295 2747
JJ<(XJJX0<JVJ0(J,1168011026191281,1168 0110 2619 1281
JJ<(XJJJJ'''C(<(,1168011114447868,1168 0111 1444 7868
JJ<(XJJJXP$V0XX(,1168011105392008,1168 0111 0539 2008
JJ<(XJJX<J(<'V0P,1168011061864925,1168 0110 6186 4925
JJ<(XJJXVVPCX0J$,1168011099570213,1168 0110 9957 0213
JJ<(XJJJ$CJJ00($,1168011137112283,1168 0111 3711 2283
JJ<(XJJJX((J0'X(,1168011108812408,1168 0111 0881 2408
JJ<(XJJJX0'JJ'XP,1168011102411405,1168 0111 0241 1405
JJ<(XJJX<CJPCJXX,1168011067157100,1168 0110 6715 7100
JJ<(XJJJ00J'P0JP,1168011122145215,1168 0111 2214 5215
JJ<(XJJXCX<V<0XJ,1168011070696201,1168 0110 7069 6201
JJ<(XJJJJ$0C'C'$,1168011113274743,1168 0111 1327 4743
JJ<(XJJX<'P$JC'P,1168011064531745,1168 0110 6453 1745
JJ<(XJJJJVV0$0CC,1168011119923277,1168 0111 1992 3277
JJ<(XJJJ000$''$J,1168011122234431,1168 0111 2223 4431
JJ<(XJJXV(JJ(PPX,1168011098118550,1168 0110 9811 8550
JJ<(XJJX(J($'<$P,1168011081834635,1168 0110 8183 4635
JJ<(XJJX<0V(VJPX,1168011062989150,1168 0110 6298 9150
JJ<(XJJXCXX'$(VJ,1168011070043891,1168 0110 7004 3891
JJ<(XJJJX0V$(J'0,1168011102938142,1168 0111 0293 8142
JJ<(XJJJJ<(P(P'0,1168011116858542,1168 0111 1685 8542
JJ<(XJJJJ$<0($V$,1168011113628393,1168 0111 1362 8393
JJ<(XJJJ$J<(XXP$,1168011131680053,1168 0111 3168 0053
JJ<(XJJXP<P(P'X0,1168011056585402,1168 0110 5658 5402
JJ<(XJJXJ('$PP'(,1168011018435548,1168 0110 1843 5548
JJ<(XJJJX0P$00($,1168011102532283,1168 0111 0253 2283
JJ<(XJJJ$'J'<X(<,1168011134146086,1168 0111 3414 6086
JJ<(XJJX'PV$00$<,1168011045932236,1168 0110 4593 2236
JJ<(XJJXPP0VP'JC,1168011055295417,1168 0110 5529 5417
JJ<(XJJXCPXJC$<J,1168011075017361,1168 0110 7501 7361
JJ<(XJJX<CX00VVV,1168011067022999,1168 0110 6702 2999
JJ<(XJJXV<XVVCP0,1168011096099752,1168 0110 9609 9752
JJ<(XJJX'VV'<XVJ,1168011049946091,1168 0110 4994 6091
JJ<(XJJX(C$JCCPV,1168011087317759,1168 0110 8731 7759
JJ<(XJJX<'$V<0PP,1168011064396255,1168 0110 6439 6255
JJ<(XJJJXP'<XJ$<,1168011105460136,1168 0111 0546 0136
JJ<(XJJJJX'0J($',1168011110421834,1168 0111 1042 1834
JJ<(XJJJX($VV<P$,1168011108399653,1168 0111 0839 9653
JJ<(XJJXC0X$$<XJ,1168011072033601,1168 0110 7203 3601
JJ<(XJJX<XXVC$X$,1168011060097303,1168 0110 6009 7303
JJ<(XJJX<XVPJ<'X,1168011060951640,1168 0110 6095 1640
JJ<(XJJX0PP$J(PV,1168011025531859,1168 0110 2553 1859
JJ<(XJJX$PJX'CJ$,1168011035104713,1168 0110 3510 4713
JJ<(XJJXJ0JJCC0X,1168011012117720,1168 0110 1211 7720
JJ<(XJJXV0PXVX'',1168011092509044,1168 0110 9250 9044
JJ<(XJJX'X'$<<<0,1168011040436662,1168 0110 4043 6662
JJ<(XJJJJ$VP'VPP,1168011113954955,1168 0111 1395 4955
JJ<(XJJJJV$XVV0$,1168011119309923,1168 0111 1930 9923
JJ<(XJJJ0(C(P$V',1168011128785394,1168 0111 2878 5394
JJ<(XJJJJ'VPCP$<,1168011114957536,1168 0111 1495 7536
JJ<(XJJX(<C0V''0,1168011086729442,1168 0110 8672 9442
JJ<(XJJJX(P<($P<,1168011108568356,1168 0111 0856 8356
JJ<(XJJXVVX$0XVV,1168011099032099,1168 0110 9903 2099
JJ<(XJJXVVV(<JVP,1168011099986195,1168 0110 9998 6195
JJ<(XJJX0'P0'$C<,1168011024524376,1168 0110 2452 4376
JJ<(XJJX$$$(00CV,1168011033382279,1168 0110 3338 2279
JJ<(XJJX<C0VV'P<,1168011067299456,1168 0110 6729 9456
JJ<(XJJJJ$'C$XJ',1168011113473014,1168 0111 1347 3014
JJ<(XJJX0($CX0(V,1168011028370289,1168 0110 2837 0289
JJ<(XJJX(XPJXC(X,1168011080510780,1168 0110 8051 0780
JJ<(XJJXV(<CP0(<,1168011098675286,1168 0110 9867 5286
JJ<(XJJXP(($JCXP,1168011058831705,1168 0110 5883 1705
JJ<(XJJJXP'$JX'<,1168011105431046,1168 0111 0543 1046
JJ<(XJJX<PPP'0(0,1168011065554282,1168 0110 6555 4282
JJ<(XJJXV<0P<XVC,1168011096256097,1168 0110 9625 6097
JJ<(XJJX(V''<P<',1168011089446564,1168 0110 8944 6564
JJ<(XJJJ$'J00CC0,1168011134122772,1168 0111 3412 2772
JJ<(XJJJJJC0V''J,1168011111729441,1168 0111 1172 9441
JJ<(XJJX'C$(C0V(,1168011047387298,1168 0110 4738 7298
JJ<(XJJXP0P$0C$V,1168011052532739,1168 0110 5253 2739
JJ<(XJJXCX$X0$((,1168011070302388,1168 0110 7030 2388
JJ<(XJJX0XX'<<'(,1168011020046648,1168 0110 2004 6648
JJ<(XJJXC0PC''X<,1168011072574406,1168 0110 7257 4406
JJ<(XJJX'VXP<(0<,1168011049056826,1168 0110 4905 6826
JJ<(XJJXVPC(CC0X,1168011095787720,1168 0110 9578 7720
JJ<(XJJJJCJ0XVJ(,1168011117120918,1168 0111 1712 0918
JJ<(XJJXVX$X(X$P,1168011090308035,1168 0110 9030 8035
JJ<(XJJXV('0C$'X,1168011098427340,1168 0110 9842 7340
JJ<(XJJJ$'XPCV0V,1168011134057929,1168 0111 3405 7929
JJ<(XJJX0<'(00$P,1168011026482235,1168 0110 2648 2235
JJ<(XJJX''<C0'$C,1168011044672437,1168 0110 4467 2437
JJ<(XJJJX0(<CC((,1168011102867788,1168 0111 0286 7788
JJ<(XJJX<X'($'<J,1168011060483461,1168 0110 6048 3461
JJ<(XJJJ'X<$($$0,1168011140638332,1168 0111 4063 8332
JJ<(XJJJJC<($P$P,1168011117683535,1168 0111 1768 3535
JJ<(XJJX<C0XVVJV,1168011067209919,1168 0110 6720 9919
JJ<(XJJXV(00C($J,1168011098227831,1168 0110 9822 7831
JJ<(XJJJ00XJ$JC$,1168011122013173,1168 0111 2201 3173
JJ<(XJJJ0($<XJC0,1168011128360172,1168 0111 2836 0172
JJ<(XJJXV$($PV'$,1168011093835943,1168 0110 9383 5943
JJ<(XJJXJJ<PVJX0,1168011011659102,1168 0110 1165 9102
JJ<(XJJJJC$0V0<J,1168011117329261,1168 0111 1732 9261
JJ<(XJJJ$C'XJ'XP,1168011137401405,1168 0111 3740 1405
JJ<(XJJJJJ$<V$CX,1168011111369370,1168 0111 1136 9370
JJ<(XJJJX0$X(P0(,1168011102308528,1168 0111 0230 8528
JJ<(XJJX<(P(<X$',1168011068586034,1168 0110 6858 6034
JJ<(XJJX(J('(0P',1168011081848254,1168 0110 8184 8254
JJ<(XJJXJ$PX0'XV,1168011013502409,1168 0110 1350 2409
JJ<(XJJX<'V'$XXC,1168011064943007,1168 0110 6494 3007
JJ<(XJJXP((<(VXP,1168011058868905,1168 0110 5886 8905
JJ<(XJJJ0P'PJ'P$,1168011125451453,1168 0111 2545 1453
JJ<(XJJXX((P0'V<,1168011008852496,1168 0110 0885 2496
JJ<(XJJJJC$($VVP,1168011117383995,1168 0111 1738 3995
JJ<(XJJXP('PXJ<C,1168011058450167,1168 0110 5845 0167
JJ<(XJJJ$JJ$<(0P,1168011131136825,1168 0111 3113 6825
JJ<(XJJX<J<V(P'C,1168011061698547,1168 0110 6169 8547
JJ<(XJJJXPX$X<0',1168011105030624,1168 0111 0503 0624
JJ<(XJJJJ<$JVX<P,1168011116319065,1168 0111 1631 9065
JJ<(XJJXP(CXC(<$,1168011058707863,1168 0110 5870 7863
JJ<(XJJJ$J$'<<X<,1168011131346606,1168 0111 3134 6606
JJ<(XJJJJX<$0X'0,1168011110632042,1168 0111 1063 2042
JJ<(XJJJ0$XJVVVC,1168011123019997,1168 0111 2301 9997
JJ<(XJJXV$(0<'J$,1168011093826413,1168 0110 9382 6413
JJ<(XJJXV<(0J$VP,1168011096821395,1168 0110 9682 1395
JJ<(XJJX0<JVJ'CJ,1168011026191471,1168 0110 2619 1471
JJ<(XJJX'VP0VX'<,1168011049529046,1168 0110 4952 9046
JJ<(XJJX'$PPPJCV,1168011043555179,1168 0110 4355 5179
JJ<(XJJJJXP0P$X$,1168011110525303,1168 0111 1052 5303
JJ<(XJJX00<XCCJX,1168011022607710,1168 0110 2260 7710
JJ<(XJJJXJ(XPV'<,1168011101805946,1168 0111 0180 5946
JJ<(XJJX<CXPVC(P,1168011067059785,1168 0110 6705 9785
JJ<(XJJJ$'<0'0<',1168011134624264,1168 0111 3462 4264
JJ<(XJJJX(PJV0C<,1168011108519276,1168 0111 0851 9276
JJ<(XJJX$J$'C<$V,1168011031347639,1168 0110 3134 7639
JJ<(XJJJJVC'0PJJ,1168011119742511,1168 0111 1974 2511
JJ<(XJJJ0P$P'C'V,1168011125354749,1168 0111 2535 4749
JJ<(XJJX<X'0$0CC,1168011060423277,1168 0110 6042 3277
JJ<(XJJX<JPXX'(C,1168011061500487,1168 0110 6150 0487
JJ<(XJJX<<CX$C(V,1168011066703789,1168 0110 6670 3789
JJ<(XJJX0X$$(<'V,1168011020338649,1168 0110 2033 8649
JJ<(XJJX<'PJ'XVC,1168011064514097,1168 0110 6451 4097
JJ<(XJJJJJP(PP0X,1168011111585520,1168 0111 1158 5520
JJ<(XJJJ'X(JP<JC,1168011140815617,1168 0111 4081 5617
JJ<(XJJXP$0CXP'P,1168011053270545,1168 0110 5327 0545
JJ<(XJJXC'P0XXXJ,1168011074520001,1168 0110 7452 0001
JJ<(XJJX$J'<0(PV,1168011031462859,1168 0110 3146 2859
JJ<(XJJXP$JP<0XC,1168011053156207,1168 0110 5315 6207
JJ<(XJJX'X(J$VV$,1168011040813993,1168 0110 4081 3993
JJ<(XJJJJ$VPC($',1168011113957834,1168 0111 1395 7834
JJ<(XJJX('C<''$$,1168011084764433,1168 0110 8476 4433
JJ<(XJJXVV0CV(JP,1168011099279815,1168 0110 9927 9815
JJ<(XJJX'($JC'JV,1168011048317419,1168 0110 4831 7419
JJ<(XJJX(C'P0$'J,1168011087452341,1168 0110 8745 2341
JJ<(XJJJ0PVCX0((,1168011125970288,1168 0111 2597 0288
JJ<(XJJX'VC'(PCX,1168011049748570,1168 0110 4974 8570
JJ<(XJJX0$C($0V<,1168011023783296,1168 0110 2378 3296
JJ<(XJJXV<0CVP<X,1168011096279560,1168 0110 9627 9560
JJ<(XJJJX0PCCXXC,1168011102577007,1168 0111 0257 7007
JJ<(XJJX($<PJ('C,1168011083651847,1168 0110 8365 1847
JJ<(XJJXPP$XXP<$,1168011055300563,1168 0110 5530 0563
JJ<(XJJXVPVCXJV$,1168011095970193,1168 0110 9597 0193
JJ<(XJJX0('0<X0',1168011028426024,1168 0110 2842 6024
JJ<(XJJJJJ$P'0X(,1168011111354208,1168 0111 1135 4208
JJ<(XJJX<PJ<V$'C,1168011065169347,1168 0110 6516 9347
JJ<(XJJJJJPV$$VJ,1168011111593391,1168 0111 1159 3391
JJ<(XJJJ$JJP'(PJ,1168011131154851,1168 0111 3115 4851
JJ<(XJJX'PXX$PVX,1168011045003590,1168 0110 4500 3590
JJ<(XJJJ$J'PVXP0,1168011131459052,1168 0111 3145 9052
JJ<(XJJJX0P'(V'J,1168011102548941,1168 0111 0254 8941
JJ<(XJJX<CC00VJJ,1168011067722911,1168 0110 6772 2911
JJ<(XJJX$P(XP0<V,1168011035805269,1168 0110 3580 5269
JJ<(XJJX0($'<$((,1168011028346388,1168 0110 2834 6388
JJ<(XJJJJC0VV$J<,1168011117299316,1168 0111 1729 9316
JJ<(XJJJ$'JV$$0(,1168011134193328,1168 0111 3419 3328
JJ<(XJJX(J('$VJC,1168011081843917,1168 0110 8184 3917
JJ<(XJJJJXXJ<C'J,1168011110016741,1168 0111 1001 6741
JJ<(XJJX<X(P$'C$,1168011060853473,1168 0110 6085 3473
JJ<(XJJJX(P(P$JV,1168011108585319,1168 0111 0858 5319
JJ<(XJJX<'XV(J(0,1168011064098182,1168 0110 6409 8182
JJ<(XJJJXPJJ<0'J,1168011105116241,1168 0111 0511 6241
JJ<(XJJJ0PX$$(00,1168011125033822,1168 0111 2503 3822
JJ<(XJJX<'<'<VJP,1168011064646915,1168 0110 6464 6915
JJ<(XJJXPP$XJ'0J,1168011055301421,1168 0110 5530 1421
JJ<(XJJJJX($CPVJ,1168011110837591,1168 0111 1083 7591
JJ<(XJJJJC0<XJJX,1168011117260110,1168 0111 1726 0110
JJ<(XJJXVV0J'$<<,1168011099214366,1168 0110 9921 4366
JJ<(XJJJX('VP'0(,1168011108495428,1168 0111 0849 5428
JJ<(XJJX0(V'(P(V,1168011028948589,1168 0110 2894 8589
JJ<(XJJJXP000'0V,1168011105222429,1168 0111 0522 2429
JJ<(XJJJ'XX$(P'J,1168011140038541,1168 0111 4003 8541
JJ<(XJJXV<PVX'CV,1168011096590479,1168 0110 9659 0479
JJ<(XJJXPPPJ0$PC,1168011055512357,1168 0110 5551 2357
JJ<(XJJX'(CPXPCC,1168011048750577,1168 0110 4875 0577
JJ<(XJJXVX<0CCV(,1168011090627798,1168 0110 9062 7798
JJ<(XJJJ$JP<X<CC,1168011131560677,1168 0111 3156 0677
JJ<(XJJX(CV<VC'X,1168011087969740,1168 0110 8796 9740
JJ<(XJJX<JV0((C(,1168011061928878,1168 0110 6192 8878
JJ<(XJJX<'P<C<(J,1168011064567681,1168 0110 6456 7681
JJ<(XJJJJ<'(''VC,1168011116484497,1168 0111 1648 4497
JJ<(XJJX$J$0X000,1168011031320222,1168 0110 3132 0222
JJ<(XJJJJC00C'(J,1168011117227481,1168 0111 1722 7481
JJ<(XJJXV$'J'$V0,1168011093414392,1168 0110 9341 4392
JJ<(XJJX<($V(PXP,1168011068398505,1168 0110 6839 8505
JJ<(XJJJXP<(<''J,1168011105686441,1168 0111 0568 6441
JJ<(XJJJJ'CPJ0$<,1168011114751236,1168 0111 1475 1236
JJ<(XJJX'(<XVVX<,1168011048609906,1168 0110 4860 9906
JJ<(XJJX<VXP0P'V,1168011069052549,1168 0110 6905 2549
JJ<(XJJX<C(($(X',1168011067883804,1168 0110 6788 3804
JJ<(XJJJ'XX$'$'0,1168011140034342,1168 0111 4003 4342
JJ<(XJJJX0CC(<P',1168011102778654,1168 0111 0277 8654
JJ<(XJJJ$''XPC00,1168011134405722,1168 0111 3440 5722
JJ<(XJJJ$J(P(XX<,1168011131858006,1168 0111 3185 8006
JJ<(XJJJJCJX(C'V,1168011117108749,1168 0111 1710 8749
JJ<(XJJX<'X0CJX(,1168011064027108,1168 0110 6402 7108
JJ<(XJJJ00<<$'C0,1168011122663472,1168 0111 2266 3472
JJ<(XJJXV<<P$<VV,1168011096653699,1168 0110 9665 3699
JJ<(XJJXJJCCJ<0<,1168011011771626,1168 0110 1177 1626
JJ<(XJJXC'$'CP<J,1168011074347561,1168 0110 7434 7561
JJ<(XJJXCXPXC<VC,1168011070507697,1168 0110 7050 7697
JJ<(XJJXC$XJ'X'(,1168011073014048,1168 0110 7301 4048
JJ<(XJJJ$CP($('(,1168011137583848,1168 0111 3758 3848
JJ<(XJJXC(P'$(PX,1168011078543850,1168 0110 7854 3850
JJ<(XJJX'CCJ$J$V,1168011047713139,1168 0110 4771 3139
JJ<(XJJX<VP((0P0,1168011069588252,1168 0110 6958 8252
JJ<(XJJX<CV<VCV$,1168011067969793,1168 0110 6796 9793
JJ<(XJJJXJ'X'X'C,1168011101404047,1168 0111 0140 4047
JJ<(XJJX<J<X($VC,1168011061608397,1168 0110 6160 8397
JJ<(XJJJJ<0XXXPV,1168011116200059,1168 0111 1620 0059
JJ<(XJJXVV(X$J'$,1168011099803143,1168 0110 9980 3143
JJ<(XJJJ0XP0<VP0,1168011120526952,1168 0111 2052 6952
JJ<(XJJJJ'JXX'CP,1168011114100475,1168 0111 1410 0475
JJ<(XJJJXPJP'CV<,1168011105154796,1168 0111 0515 4796
JJ<(XJJJ00<CXC(0,1168011122670782,1168 0111 2267 0782
JJ<(XJJX$$00'C(<,1168011033224786,1168 0110 3322 4786
JJ<(XJJJ$'<J<'JV,1168011134616419,1168 0111 3461 6419
JJ<(XJJJJ'''PX(<,1168011114445086,1168 0111 1444 5086
JJ<(XJJJ0PX<CX'',1168011125067044,1168 0111 2506 7044
JJ<(XJJJJVVP$JXX,1168011119953100,1168 0111 1995 3100
JJ<(XJJJX0JCX'(X,1168011102170480,1168 0111 0217 0480
JJ<(XJJXV0P(<$P<,1168011092586356,1168 0110 9258 6356
JJ<(XJJX<0X'C<0V,1168011062047629,1168 0110 6204 7629
JJ<(XJJJ$J'PXXCC,1168011131450077,1168 0111 3145 0077
JJ<(XJJX<XC<P(XX,1168011060765800,1168 0110 6076 5800
JJ<(XJJX<V'J(J0X,1168011069418120,1168 0110 6941 8120
JJ<(XJJJXJ'XPCCX,1168011101405770,1168 0111 0140 5770
JJ<(XJJJ0(X(0CV0,1168011128082792,1168 0111 2808 2792
JJ<(XJJX<J'<'PX0,1168011061464502,1168 0110 6146 4502
JJ<(XJJXPV(CV(0(,1168011059879828,1168 0110 5987 9828
JJ<(XJJXC(PV$PVX,1168011078593590,1168 0110 7859 3590
JJ<(XJJXCXX0V(VX,1168011070029890,1168 0110 7002 9890
JJ<(XJJJ$JJ<<XX',1168011131166004,1168 0111 3116 6004
JJ<(XJJJJ'X0''<V,1168011114024469,1168 0111 1402 4469
JJ<(XJJJJ<<P$CC(,1168011116653778,1168 0111 1665 3778
JJ<(XJJJJ'<VXPJC,1168011114690517,1168 0111 1469 0517
JJ<(XJJX<J0<$0JV,1168011061263219,1168 0110 6126 3219
JJ<(XJJX0<'<$<$J,1168011026463631,1168 0110 2646 3631
JJ<(XJJJXP'J($J<,1168011105418316,1168 0111 0541 8316
JJ<(XJJXJ'JCPC'0,1168011014175742,1168 0110 1417 5742
JJ<(XJJX(XV00C<J,1168011080922761,1168 0110 8092 2761
JJ<(XJJJXPXXPJ'C,1168011105005147,1168 0111 0500 5147
JJ<(XJJJX(JJ$JJ0,1168011108113112,1168 0111 0811 3112
JJ<(XJJJ0(<P$(<P,1168011128653865,1168 0111 2865 3865
JJ<(XJJJ$J'0<$XV,1168011131426309,1168 0111 3142 6309
JJ<(XJJJ0X<X<C0J,1168011120606721,1168 0111 2060 6721
JJ<(XJJJ$'$<('0P,1168011134368425,1168 0111 3436 8425
JJ<(XJJJ00VCX<P$,1168011122970653,1168 0111 2297 0653
JJ<(XJJJX0P0'<X$,1168011102524603,1168 0111 0252 4603
JJ<(XJJX(JJ$VV0(,1168011081139928,1168 0110 8113 9928
JJ<(XJJX<'PC<JX',1168011064576104,1168 0110 6457 6104
JJ<(XJJXP00$$'P0,1168011052233452,1168 0110 5223 3452
JJ<(XJJJJ<<X'0(',1168011116604284,1168 0111 1660 4284
JJ<(XJJJ$JXV0(VP,1168011131092895,1168 0111 3109 2895
JJ<(XJJX<'('P(VC,1168011064845897,1168 0110 6484 5897
JJ<(XJJXV0P<$J<P,1168011092563165,1168 0110 9256 3165
JJ<(XJJXP(<('($J,1168011058684831,1168 0110 5868 4831
JJ<(XJJX(C'PXV<',1168011087450964,1168 0110 8745 0964
JJ<(XJJXV(C'(PV<,1168011098748596,1168 0110 9874 8596
JJ<(XJJXVV'(X(XJ,1168011099480801,1168 0110 9948 0801
JJ<(XJJJ$'JV($<(,1168011134198368,1168 0111 3419 8368
JJ<(XJJXVXC<<X($,1168011090766083,1168 0110 9076 6083
JJ<(XJJX<J('C0C<,1168011061847276,1168 0110 6184 7276
JJ<(XJJX(J$P<C$(,1168011081356738,1168 0110 8135 6738
JJ<(XJJJ0($XPC00,1168011128305722,1168 0111 2830 5722
JJ<(XJJJJVX$$JJV,1168011119033119,1168 0111 1903 3119
JJ<(XJJX<J'<PX(C,1168011061465087,1168 0110 6146 5087
JJ<(XJJJ$JXV<CVC,1168011131096797,1168 0111 3109 6797
JJ<(XJJX$P0<$<0<,1168011035263626,1168 0110 3526 3626
JJ<(XJJX<CX'$'$$,1168011067043433,1168 0110 6704 3433
JJ<(XJJJJC0JV('$,1168011117219843,1168 0111 1721 9843
JJ<(XJJJX'$<<P$0,1168011104366532,1168 0111 0436 6532
JJ<(XJJJ00<'CC<',1168011122647764,1168 0111 2264 7764
JJ<(XJJXP(VPVX0C,1168011058959027,1168 0110 5895 9027
JJ<(XJJJ00<0(PXV,1168011122628509,1168 0111 2262 8509
JJ<(XJJX<00JC<<V,1168011062217669,1168 0110 6221 7669
JJ<(XJJJ$CXXXJJ<,1168011137000116,1168 0111 3700 0116
JJ<(XJJXJ'P('J$$,1168011014584133,1168 0110 1458 4133
JJ<(XJJJJJ<X0'(J,1168011111602481,1168 0111 1160 2481
